10,1,52,1568,50,50,1,-1,-1,-1
11,1,473,936,50,50,1,-1,-1,-1
12,1,450,896,50,50,1,-1,-1,-1
13,1,428,865,50,50,1,-1,-1,-1
14,1,403,845,50,50,1,-1,-1,-1
14,2,148,1427,50,50,1,-1,-1,-1
15,1,385,842,50,50,1,-1,-1,-1
16,1,361,845,50,50,1,-1,-1,-1
17,1,337,861,50,50,1,-1,-1,-1
18,1,317,888,50,50,1,-1,-1,-1
19,1,268,946,50,50,1,-1,-1,-1
20,1,269,939,50,50,1,-1,-1,-1
21,1,298,851,50,50,1,-1,-1,-1
22,1,330,804,50,50,1,-1,-1,-1
23,1,362,769,50,50,1,-1,-1,-1
24,1,395,742,50,50,1,-1,-1,-1
25,1,428,727,50,50,1,-1,-1,-1
26,1,462,723,50,50,1,-1,-1,-1
27,1,501,731,50,50,1,-1,-1,-1
28,1,536,748,50,50,1,-1,-1,-1
28,2,541,1142,50,50,1,-1,-1,-1
29,1,572,780,50,50,1,-1,-1,-1
29,2,515,1057,50,50,1,-1,-1,-1
30,1,611,824,50,50,1,-1,-1,-1
30,2,489,981,50,50,1,-1,-1,-1
31,1,650,878,50,50,1,-1,-1,-1
31,2,464,917,50,50,1,-1,-1,-1
32,2,437,857,50,50,1,-1,-1,-1
33,2,411,810,50,50,1,-1,-1,-1
34,2,386,773,50,50,1,-1,-1,-1
35,2,362,747,50,50,1,-1,-1,-1
36,2,334,731,50,50,1,-1,-1,-1
37,1,267,1512,50,50,1,-1,-1,-1
37,2,307,727,50,50,1,-1,-1,-1
38,1,267,1512,50,50,1,-1,-1,-1
38,2,307,727,50,50,1,-1,-1,-1
39,2,254,753,50,50,1,-1,-1,-1
40,1,277,1033,50,50,1,-1,-1,-1
40,2,227,783,50,50,1,-1,-1,-1
41,1,309,970,50,50,1,-1,-1,-1
41,2,201,825,50,50,1,-1,-1,-1
42,1,339,919,50,50,1,-1,-1,-1
42,2,170,884,50,50,1,-1,-1,-1
43,1,375,876,50,50,1,-1,-1,-1
44,1,407,845,50,50,1,-1,-1,-1
45,1,440,823,50,50,1,-1,-1,-1
46,1,474,812,50,50,1,-1,-1,-1
47,1,511,812,50,50,1,-1,-1,-1
48,1,546,824,50,50,1,-1,-1,-1
48,2,216,1708,50,50,1,-1,-1,-1
49,1,584,846,50,50,1,-1,-1,-1
49,3,511,1034,50,50,1,-1,-1,-1
50,1,622,880,50,50,1,-1,-1,-1
50,3,486,957,50,50,1,-1,-1,-1
51,1,662,926,50,50,1,-1,-1,-1
51,3,463,894,50,50,1,-1,-1,-1
52,3,441,837,50,50,1,-1,-1,-1
53,3,419,790,50,50,1,-1,-1,-1
54,3,399,755,50,50,1,-1,-1,-1
55,3,377,730,50,50,1,-1,-1,-1
56,3,355,715,50,50,1,-1,-1,-1
57,3,333,710,50,50,1,-1,-1,-1
58,3,308,717,50,50,1,-1,-1,-1
59,3,284,736,50,50,1,-1,-1,-1
60,1,236,1019,50,50,1,-1,-1,-1
60,3,260,767,50,50,1,-1,-1,-1
61,1,276,953,50,50,1,-1,-1,-1
61,3,238,811,50,50,1,-1,-1,-1
62,1,315,901,50,50,1,-1,-1,-1
62,3,211,867,50,50,1,-1,-1,-1
63,1,356,859,50,50,1,-1,-1,-1
64,1,394,825,50,50,1,-1,-1,-1
65,1,433,801,50,50,1,-1,-1,-1
66,1,472,791,50,50,1,-1,-1,-1
67,1,513,789,50,50,1,-1,-1,-1
68,1,555,796,50,50,1,-1,-1,-1
69,1,598,816,50,50,1,-1,-1,-1
69,3,513,957,50,50,1,-1,-1,-1
70,1,643,853,50,50,1,-1,-1,-1
70,3,489,894,50,50,1,-1,-1,-1
71,1,689,896,50,50,1,-1,-1,-1
71,3,463,843,50,50,1,-1,-1,-1
72,3,435,799,50,50,1,-1,-1,-1
73,3,409,769,50,50,1,-1,-1,-1
74,3,384,750,50,50,1,-1,-1,-1
75,3,361,744,50,50,1,-1,-1,-1
76,3,336,745,50,50,1,-1,-1,-1
77,3,311,758,50,50,1,-1,-1,-1
78,3,286,783,50,50,1,-1,-1,-1
79,3,262,820,50,50,1,-1,-1,-1
80,1,265,966,50,50,1,-1,-1,-1
80,3,235,871,50,50,1,-1,-1,-1
81,1,306,909,50,50,1,-1,-1,-1
81,3,211,932,50,50,1,-1,-1,-1
82,3,342,861,50,50,1,-1,-1,-1
83,3,380,824,50,50,1,-1,-1,-1
84,3,416,797,50,50,1,-1,-1,-1
85,1,114,1136,50,50,1,-1,-1,-1
85,3,456,780,50,50,1,-1,-1,-1
86,3,494,773,50,50,1,-1,-1,-1
87,3,534,778,50,50,1,-1,-1,-1
88,3,573,794,50,50,1,-1,-1,-1
89,1,565,1126,50,50,1,-1,-1,-1
89,3,615,824,50,50,1,-1,-1,-1
90,1,385,1306,50,50,1,-1,-1,-1
90,2,541,1040,50,50,1,-1,-1,-1
90,3,658,862,50,50,1,-1,-1,-1
91,1,517,965,50,50,1,-1,-1,-1
91,3,704,916,50,50,1,-1,-1,-1
92,1,499,898,50,50,1,-1,-1,-1
92,3,749,980,50,50,1,-1,-1,-1
93,1,481,842,50,50,1,-1,-1,-1
94,1,460,794,50,50,1,-1,-1,-1
95,1,440,759,50,50,1,-1,-1,-1
96,1,422,733,50,50,1,-1,-1,-1
97,1,404,718,50,50,1,-1,-1,-1
98,1,383,714,50,50,1,-1,-1,-1
98,3,118,1619,50,50,1,-1,-1,-1
99,1,364,721,50,50,1,-1,-1,-1
99,2,340,1331,50,50,1,-1,-1,-1
99,3,112,1617,50,50,1,-1,-1,-1
100,1,345,739,50,50,1,-1,-1,-1
100,2,331,1331,50,50,1,-1,-1,-1
100,3,107,1615,50,50,1,-1,-1,-1
101,1,326,769,50,50,1,-1,-1,-1
101,2,257,949,50,50,1,-1,-1,-1
101,3,101,1617,50,50,1,-1,-1,-1
102,1,298,852,50,50,1,-1,-1,-1
103,1,302,862,50,50,1,-1,-1,-1
103,3,91,1619,50,50,1,-1,-1,-1
104,1,262,945,50,50,1,-1,-1,-1
104,2,363,811,50,50,1,-1,-1,-1
104,3,89,1619,50,50,1,-1,-1,-1
105,1,398,785,50,50,1,-1,-1,-1
106,1,432,770,50,50,1,-1,-1,-1
107,1,471,763,50,50,1,-1,-1,-1
108,1,506,767,50,50,1,-1,-1,-1
109,1,545,784,50,50,1,-1,-1,-1
110,1,587,811,50,50,1,-1,-1,-1
110,3,501,1105,50,50,1,-1,-1,-1
111,1,627,851,50,50,1,-1,-1,-1
111,3,476,1015,50,50,1,-1,-1,-1
112,1,668,903,50,50,1,-1,-1,-1
112,3,450,943,50,50,1,-1,-1,-1
113,1,711,967,50,50,1,-1,-1,-1
113,3,427,879,50,50,1,-1,-1,-1
114,3,402,828,50,50,1,-1,-1,-1
115,3,383,787,50,50,1,-1,-1,-1
116,3,361,753,50,50,1,-1,-1,-1
117,3,338,729,50,50,1,-1,-1,-1
118,3,315,718,50,50,1,-1,-1,-1
119,3,293,717,50,50,1,-1,-1,-1
120,3,270,727,50,50,1,-1,-1,-1
121,3,247,750,50,50,1,-1,-1,-1
122,3,224,783,50,50,1,-1,-1,-1
123,1,182,962,50,50,1,-1,-1,-1
123,3,200,830,50,50,1,-1,-1,-1
124,3,194,888,50,50,1,-1,-1,-1
125,1,257,817,50,50,1,-1,-1,-1
125,3,150,965,50,50,1,-1,-1,-1
126,3,292,757,50,50,1,-1,-1,-1
127,3,330,709,50,50,1,-1,-1,-1
128,3,366,670,50,50,1,-1,-1,-1
129,3,405,641,50,50,1,-1,-1,-1
130,3,441,621,50,50,1,-1,-1,-1
131,3,486,613,50,50,1,-1,-1,-1
132,3,525,615,50,50,1,-1,-1,-1
133,1,504,1022,50,50,1,-1,-1,-1
133,3,569,628,50,50,1,-1,-1,-1
134,1,481,940,50,50,1,-1,-1,-1
134,3,611,657,50,50,1,-1,-1,-1
135,1,459,869,50,50,1,-1,-1,-1
135,3,658,696,50,50,1,-1,-1,-1
136,3,437,806,50,50,1,-1,-1,-1
137,3,417,753,50,50,1,-1,-1,-1
138,1,807,893,50,50,1,-1,-1,-1
138,3,396,712,50,50,1,-1,-1,-1
139,3,374,679,50,50,1,-1,-1,-1
140,3,352,658,50,50,1,-1,-1,-1
141,3,331,646,50,50,1,-1,-1,-1
142,3,308,646,50,50,1,-1,-1,-1
143,3,287,658,50,50,1,-1,-1,-1
144,3,264,683,50,50,1,-1,-1,-1
145,3,241,717,50,50,1,-1,-1,-1
146,1,274,870,50,50,1,-1,-1,-1
146,3,217,764,50,50,1,-1,-1,-1
147,1,305,803,50,50,1,-1,-1,-1
147,3,194,823,50,50,1,-1,-1,-1
148,1,305,803,50,50,1,-1,-1,-1
148,3,194,823,50,50,1,-1,-1,-1
149,3,365,711,50,50,1,-1,-1,-1
150,3,397,681,50,50,1,-1,-1,-1
151,3,430,657,50,50,1,-1,-1,-1
152,3,460,647,50,50,1,-1,-1,-1
153,3,498,645,50,50,1,-1,-1,-1
154,1,556,992,50,50,1,-1,-1,-1
154,3,531,656,50,50,1,-1,-1,-1
155,1,532,924,50,50,1,-1,-1,-1
155,3,568,675,50,50,1,-1,-1,-1
156,1,508,862,50,50,1,-1,-1,-1
156,3,603,708,50,50,1,-1,-1,-1
157,3,481,807,50,50,1,-1,-1,-1
158,3,455,764,50,50,1,-1,-1,-1
159,1,713,958,50,50,1,-1,-1,-1
159,3,431,733,50,50,1,-1,-1,-1
160,3,408,713,50,50,1,-1,-1,-1
161,1,101,1169,50,50,1,-1,-1,-1
161,3,383,703,50,50,1,-1,-1,-1
162,3,357,703,50,50,1,-1,-1,-1
163,3,333,713,50,50,1,-1,-1,-1
164,1,225,889,50,50,1,-1,-1,-1
164,3,306,736,50,50,1,-1,-1,-1
165,3,269,798,50,50,1,-1,-1,-1
166,3,269,798,50,50,1,-1,-1,-1
167,1,336,705,50,50,1,-1,-1,-1
167,2,231,1534,50,50,1,-1,-1,-1
167,3,224,886,50,50,1,-1,-1,-1
